"","landscape","site","year","StartDate","EndDate","QC","exposure","uniqueID","season","sample_ID","honey.bee.abund","mean.sampling.date","richness","total.abundance"
"87","GFH","GFH05",2010,2010-05-04,2010-05-26,0,22,"GFH052010","spring","GFH052010_2010-05-04",0,135,9,35
"88","GFH","GFH07",2010,2010-05-04,2010-05-26,0,22,"GFH072010","spring","GFH072010_2010-05-04",0,135,7,15
"89","GFH","GFH08",2010,2010-05-04,2010-05-26,0,22,"GFH082010","spring","GFH082010_2010-05-04",0,135,12,22
"90","GFH","GFH09",2010,2010-05-04,2010-05-26,0,22,"GFH092010","spring","GFH092010_2010-05-04",0,135,5,6
"91","GFH","GFH11",2010,2010-05-04,2010-05-26,0,22,"GFH112010","spring","GFH112010_2010-05-04",1,135,17,34
"92","GFH","GFH12",2010,2010-05-04,2010-05-26,0,22,"GFH122010","spring","GFH122010_2010-05-04",0,135,10,11
"93","GFH","GFH13",2010,2010-05-04,2010-05-26,0,22,"GFH132010","spring","GFH132010_2010-05-04",4,135,4,5
"94","GFH","GFH14",2010,2010-05-04,2010-05-26,0,22,"GFH142010","spring","GFH142010_2010-05-04",0,135,21,33
"95","GFH","GFH15",2010,2010-05-04,2010-05-26,0,22,"GFH152010","spring","GFH152010_2010-05-04",0,135,13,23
"96","GFH","GFH16",2010,2010-05-04,2010-05-26,0,22,"GFH162010","spring","GFH162010_2010-05-04",0,135,21,44
"97","SIP","SIP01",2010,2010-05-04,2010-05-26,0,22,"SIP012010","spring","SIP012010_2010-05-04",3,135,9,43
"98","SIP","SIP02",2010,2010-05-04,2010-05-26,0,22,"SIP022010","spring","SIP022010_2010-05-04",0,135,9,15
"99","SIP","SIP03",2010,2010-05-04,2010-05-26,0,22,"SIP032010","spring","SIP032010_2010-05-04",0,135,6,9
"100","SIP","SIP06",2010,2010-05-04,2010-05-26,0,22,"SIP062010","spring","SIP062010_2010-05-04",2,135,11,47
"101","SIP","SIP07",2010,2010-05-04,2010-05-26,0,22,"SIP072010","spring","SIP072010_2010-05-04",0,135,6,7
"102","SIP","SIP08",2010,2010-05-04,2010-05-26,0,22,"SIP082010","spring","SIP082010_2010-05-04",0,135,8,10
"103","SIP","SIP09",2010,2010-05-04,2010-05-26,0,22,"SIP092010","spring","SIP092010_2010-05-04",0,135,5,7
"104","SIP","SIP10",2010,2010-05-04,2010-05-26,0,22,"SIP102010","spring","SIP102010_2010-05-04",0,135,4,11
"105","SIP","SIP11",2010,2010-05-04,2010-05-26,0,22,"SIP112010","spring","SIP112010_2010-05-04",0,135,5,11
"106","SIP","SIP12",2010,2010-05-04,2010-05-26,0,22,"SIP122010","spring","SIP122010_2010-05-04",0,135,6,11
"107","SIP","SIP13",2010,2010-05-04,2010-05-26,0,22,"SIP132010","spring","SIP132010_2010-05-04",0,135,11,14
"108","SIP","SIP15",2010,2010-05-04,2010-05-26,0,22,"SIP152010","spring","SIP152010_2010-05-04",0,135,5,8
"109","SIP","SIP16",2010,2010-05-04,2010-05-26,0,22,"SIP162010","spring","SIP162010_2010-05-04",1,135,5,8
"110","FBG","FBG01",2010,2010-05-24,2010-06-07,0,14,"FBG012010","spring","FBG012010_2010-05-24",2,151,16,24
"111","FBG","FBG02",2010,2010-05-24,2010-06-07,0,14,"FBG022010","spring","FBG022010_2010-05-24",5,151,23,51
"112","FBG","FBG04",2010,2010-05-24,2010-06-07,0,14,"FBG042010","spring","FBG042010_2010-05-24",0,151,8,34
"113","FBG","FBG05",2010,2010-05-24,2010-06-07,0,14,"FBG052010","spring","FBG052010_2010-05-24",0,151,19,40
"114","FBG","FBG07",2010,2010-05-24,2010-06-07,0,14,"FBG072010","spring","FBG072010_2010-05-24",0,151,18,101
"115","FBG","FBG08",2010,2010-05-24,2010-06-07,0,14,"FBG082010","spring","FBG082010_2010-05-24",1,151,10,15
"116","FBG","FBG09",2010,2010-05-24,2010-06-07,0,14,"FBG092010","spring","FBG092010_2010-05-24",0,151,15,48
"117","FBG","FBG10",2010,2010-05-24,2010-06-07,0,14,"FBG102010","spring","FBG102010_2010-05-24",0,151,10,26
"118","FBG","FBG11",2010,2010-05-24,2010-06-07,0,14,"FBG112010","spring","FBG112010_2010-05-24",2,151,12,78
"119","FBG","FBG12",2010,2010-05-24,2010-06-07,0,14,"FBG122010","spring","FBG122010_2010-05-24",1,151,5,8
"120","FBG","FBG13",2010,2010-05-24,2010-06-07,0,14,"FBG132010","spring","FBG132010_2010-05-24",0,151,24,65
"121","FBG","FBG14",2010,2010-05-24,2010-06-07,0,14,"FBG142010","spring","FBG142010_2010-05-24",0,151,15,31
"122","FBG","FBG15",2010,2010-05-24,2010-06-07,0,14,"FBG152010","spring","FBG152010_2010-05-24",0,151,9,30
"123","FBG","FBG16",2010,2010-05-24,2010-06-07,0,14,"FBG162010","spring","FBG162010_2010-05-24",1,151,17,40
"124","SST","SST01",2010,2010-05-24,2010-06-07,0,14,"SST012010","spring","SST012010_2010-05-24",0,151,14,28
"125","SST","SST02",2010,2010-05-24,2010-06-07,0,14,"SST022010","spring","SST022010_2010-05-24",0,151,8,30
"126","SST","SST03",2010,2010-05-24,2010-06-07,0,14,"SST032010","spring","SST032010_2010-05-24",0,151,14,24
"127","SST","SST04",2010,2010-05-24,2010-06-07,0,14,"SST042010","spring","SST042010_2010-05-24",0,151,9,14
"128","SST","SST05",2010,2010-05-24,2010-06-07,0,14,"SST052010","spring","SST052010_2010-05-24",0,151,10,21
"129","SST","SST06",2010,2010-05-24,2010-06-07,0,14,"SST062010","spring","SST062010_2010-05-24",0,151,26,90
"130","SST","SST07",2010,2010-05-24,2010-06-07,0,14,"SST072010","spring","SST072010_2010-05-24",0,151,13,15
"131","SST","SST08",2010,2010-05-24,2010-06-07,0,14,"SST082010","spring","SST082010_2010-05-24",0,151,11,30
"132","SST","SST09",2010,2010-05-24,2010-06-07,0,14,"SST092010","spring","SST092010_2010-05-24",0,151,22,56
"133","SST","SST10",2010,2010-05-24,2010-06-07,0,14,"SST102010","spring","SST102010_2010-05-24",0,151,16,67
"134","SST","SST11",2010,2010-05-24,2010-06-07,0,14,"SST112010","spring","SST112010_2010-05-24",0,151,7,34
"135","SST","SST12",2010,2010-05-24,2010-06-07,0,14,"SST122010","spring","SST122010_2010-05-24",0,151,14,28
"136","SST","SST13",2010,2010-05-24,2010-06-07,0,14,"SST132010","spring","SST132010_2010-05-24",0,151,22,76
"137","SST","SST14",2010,2010-05-24,2010-06-07,0,14,"SST142010","spring","SST142010_2010-05-24",0,151,6,36
"138","SST","SST15",2010,2010-05-24,2010-06-07,0,14,"SST152010","spring","SST152010_2010-05-24",2,151,16,56
"139","SST","SST16",2010,2010-05-24,2010-06-07,0,14,"SST162010","spring","SST162010_2010-05-24",0,151,8,20
"140","FBG","FBG01",2011,2011-05-02,2011-05-16,0,14,"FBG012011","spring","FBG012011_2011-05-02",4,129,19,62
"141","FBG","FBG02",2011,2011-05-02,2011-05-16,0,14,"FBG022011","spring","FBG022011_2011-05-02",0,129,22,46
"142","FBG","FBG03",2011,2011-05-02,2011-05-16,0,14,"FBG032011","spring","FBG032011_2011-05-02",1,129,9,22
"143","FBG","FBG04",2011,2011-05-02,2011-05-16,0,14,"FBG042011","spring","FBG042011_2011-05-02",0,129,11,21
"144","FBG","FBG05",2011,2011-05-02,2011-05-16,0,14,"FBG052011","spring","FBG052011_2011-05-02",1,129,23,41
"145","FBG","FBG06",2011,2011-05-02,2011-05-16,0,14,"FBG062011","spring","FBG062011_2011-05-02",0,129,12,25
"146","FBG","FBG07",2011,2011-05-02,2011-05-16,0,14,"FBG072011","spring","FBG072011_2011-05-02",0,129,14,39
"147","FBG","FBG08",2011,2011-05-02,2011-05-16,0,14,"FBG082011","spring","FBG082011_2011-05-02",1,129,15,30
"148","FBG","FBG09",2011,2011-05-02,2011-05-16,0,14,"FBG092011","spring","FBG092011_2011-05-02",0,129,20,36
"149","FBG","FBG10",2011,2011-05-02,2011-05-16,0,14,"FBG102011","spring","FBG102011_2011-05-02",2,129,10,27
"150","FBG","FBG11",2011,2011-05-02,2011-05-16,0,14,"FBG112011","spring","FBG112011_2011-05-02",1,129,12,50
"151","FBG","FBG12",2011,2011-05-02,2011-05-16,0,14,"FBG122011","spring","FBG122011_2011-05-02",0,129,2,9
"152","FBG","FBG13",2011,2011-05-02,2011-05-16,0,14,"FBG132011","spring","FBG132011_2011-05-02",24,129,20,67
"153","FBG","FBG14",2011,2011-05-02,2011-05-16,0,14,"FBG142011","spring","FBG142011_2011-05-02",15,129,22,68
"154","FBG","FBG16",2011,2011-05-02,2011-05-16,0,14,"FBG162011","spring","FBG162011_2011-05-02",0,129,5,7
"155","SST","SST02",2011,2011-05-02,2011-05-16,0,14,"SST022011","spring","SST022011_2011-05-02",0,129,10,13
"156","SST","SST03",2011,2011-05-02,2011-05-16,0,14,"SST032011","spring","SST032011_2011-05-02",0,129,21,87
"157","SST","SST05",2011,2011-05-02,2011-05-16,0,14,"SST052011","spring","SST052011_2011-05-02",0,129,11,24
"158","SST","SST06",2011,2011-05-02,2011-05-16,0,14,"SST062011","spring","SST062011_2011-05-02",0,129,15,36
"159","SST","SST07",2011,2011-05-02,2011-05-16,0,14,"SST072011","spring","SST072011_2011-05-02",0,129,8,10
"160","SST","SST08",2011,2011-05-02,2011-05-16,0,14,"SST082011","spring","SST082011_2011-05-02",0,129,14,28
"161","SST","SST09",2011,2011-05-02,2011-05-16,0,14,"SST092011","spring","SST092011_2011-05-02",0,129,11,20
"162","SST","SST10",2011,2011-05-02,2011-05-16,0,14,"SST102011","spring","SST102011_2011-05-02",0,129,14,41
"163","SST","SST11",2011,2011-05-02,2011-05-16,0,14,"SST112011","spring","SST112011_2011-05-02",0,129,9,10
"164","SST","SST12",2011,2011-05-02,2011-05-16,0,14,"SST122011","spring","SST122011_2011-05-02",0,129,13,34
"165","SST","SST13",2011,2011-05-02,2011-05-16,0,14,"SST132011","spring","SST132011_2011-05-02",1,129,12,49
"166","SST","SST14",2011,2011-05-02,2011-05-16,0,14,"SST142011","spring","SST142011_2011-05-02",0,129,5,19
"167","SST","SST15",2011,2011-05-02,2011-05-16,0,14,"SST152011","spring","SST152011_2011-05-02",0,129,3,5
"168","SST","SST16",2011,2011-05-02,2011-05-16,0,14,"SST162011","spring","SST162011_2011-05-02",0,129,9,21
"169","HAR","HAR01",2011,2011-05-03,2011-05-17,0,14,"HAR012011","spring","HAR012011_2011-05-03",1,130,8,13
"170","HAR","HAR02",2011,2011-05-03,2011-05-17,0,14,"HAR022011","spring","HAR022011_2011-05-03",0,130,10,26
"171","HAR","HAR03",2011,2011-05-03,2011-05-17,0,14,"HAR032011","spring","HAR032011_2011-05-03",1,130,6,7
"172","HAR","HAR04",2011,2011-05-03,2011-05-17,0,14,"HAR042011","spring","HAR042011_2011-05-03",0,130,7,17
"173","HAR","HAR05",2011,2011-05-03,2011-05-17,0,14,"HAR052011","spring","HAR052011_2011-05-03",2,130,15,30
"174","HAR","HAR06",2011,2011-05-03,2011-05-17,0,14,"HAR062011","spring","HAR062011_2011-05-03",2,130,9,18
"175","HAR","HAR07",2011,2011-05-03,2011-05-17,0,14,"HAR072011","spring","HAR072011_2011-05-03",0,130,3,15
"176","HAR","HAR08",2011,2011-05-03,2011-05-17,0,14,"HAR082011","spring","HAR082011_2011-05-03",1,130,8,20
"177","HAR","HAR09",2011,2011-05-03,2011-05-17,0,14,"HAR092011","spring","HAR092011_2011-05-03",2,130,15,19
"178","HAR","HAR10",2011,2011-05-03,2011-05-17,0,14,"HAR102011","spring","HAR102011_2011-05-03",0,130,14,40
"179","HAR","HAR11",2011,2011-05-03,2011-05-17,0,14,"HAR112011","spring","HAR112011_2011-05-03",5,130,10,14
"180","HAR","HAR12",2011,2011-05-03,2011-05-17,0,14,"HAR122011","spring","HAR122011_2011-05-03",2,130,17,62
"181","HAR","HAR13",2011,2011-05-03,2011-05-17,0,14,"HAR132011","spring","HAR132011_2011-05-03",0,130,2,7
"182","HAR","HAR14",2011,2011-05-03,2011-05-17,0,14,"HAR142011","spring","HAR142011_2011-05-03",2,130,7,18
"183","HAR","HAR15",2011,2011-05-03,2011-05-17,0,14,"HAR152011","spring","HAR152011_2011-05-03",3,130,11,18
"184","HAR","HAR16",2011,2011-05-03,2011-05-17,0,14,"HAR162011","spring","HAR162011_2011-05-03",40,130,11,22
"185","WAN","WAN01",2011,2011-05-03,2011-05-17,0,14,"WAN012011","spring","WAN012011_2011-05-03",0,130,19,52
"186","WAN","WAN02",2011,2011-05-03,2011-05-17,0,14,"WAN022011","spring","WAN022011_2011-05-03",0,130,10,25
"187","WAN","WAN03",2011,2011-05-03,2011-05-17,0,14,"WAN032011","spring","WAN032011_2011-05-03",2,130,7,13
"188","WAN","WAN04",2011,2011-05-03,2011-05-17,0,14,"WAN042011","spring","WAN042011_2011-05-03",47,130,18,37
"189","WAN","WAN05",2011,2011-05-03,2011-05-17,0,14,"WAN052011","spring","WAN052011_2011-05-03",0,130,8,14
"190","WAN","WAN06",2011,2011-05-03,2011-05-17,0,14,"WAN062011","spring","WAN062011_2011-05-03",0,130,7,9
"191","WAN","WAN07",2011,2011-05-03,2011-05-17,0,14,"WAN072011","spring","WAN072011_2011-05-03",0,130,17,37
"192","WAN","WAN08",2011,2011-05-03,2011-05-17,0,14,"WAN082011","spring","WAN082011_2011-05-03",0,130,11,15
"193","WAN","WAN09",2011,2011-05-03,2011-05-17,0,14,"WAN092011","spring","WAN092011_2011-05-03",2,130,20,70
"194","WAN","WAN10",2011,2011-05-03,2011-05-17,0,14,"WAN102011","spring","WAN102011_2011-05-03",1,130,3,6
"195","WAN","WAN11",2011,2011-05-03,2011-05-17,0,14,"WAN112011","spring","WAN112011_2011-05-03",1,130,3,4
"196","WAN","WAN12",2011,2011-05-03,2011-05-17,0,14,"WAN122011","spring","WAN122011_2011-05-03",1,130,4,10
"197","WAN","WAN13",2011,2011-05-03,2011-05-17,0,14,"WAN132011","spring","WAN132011_2011-05-03",1,130,3,6
"198","WAN","WAN14",2011,2011-05-03,2011-05-17,0,14,"WAN142011","spring","WAN142011_2011-05-03",0,130,4,7
"199","WAN","WAN15",2011,2011-05-03,2011-05-17,0,14,"WAN152011","spring","WAN152011_2011-05-03",0,130,7,18
"200","WAN","WAN16",2011,2011-05-03,2011-05-17,0,14,"WAN162011","spring","WAN162011_2011-05-03",0,130,17,29
"201","GFH","GFH01",2011,2011-05-04,2011-05-18,0,14,"GFH012011","spring","GFH012011_2011-05-04",0,131,2,3
"202","GFH","GFH02",2011,2011-05-04,2011-05-18,0,14,"GFH022011","spring","GFH022011_2011-05-04",1,131,9,39
"203","GFH","GFH03",2011,2011-05-04,2011-05-18,0,14,"GFH032011","spring","GFH032011_2011-05-04",0,131,13,30
"204","GFH","GFH05",2011,2011-05-04,2011-05-18,0,14,"GFH052011","spring","GFH052011_2011-05-04",0,131,10,18
"205","GFH","GFH06",2011,2011-05-04,2011-05-18,0,14,"GFH062011","spring","GFH062011_2011-05-04",0,131,4,6
"206","GFH","GFH07",2011,2011-05-04,2011-05-18,0,14,"GFH072011","spring","GFH072011_2011-05-04",1,131,7,8
"207","GFH","GFH08",2011,2011-05-04,2011-05-18,0,14,"GFH082011","spring","GFH082011_2011-05-04",0,131,6,7
"208","GFH","GFH10",2011,2011-05-04,2011-05-18,0,14,"GFH102011","spring","GFH102011_2011-05-04",2,131,10,15
"209","GFH","GFH11",2011,2011-05-04,2011-05-18,0,14,"GFH112011","spring","GFH112011_2011-05-04",1,131,9,12
"210","GFH","GFH12",2011,2011-05-04,2011-05-18,0,14,"GFH122011","spring","GFH122011_2011-05-04",1,131,7,10
"211","GFH","GFH13",2011,2011-05-04,2011-05-18,0,14,"GFH132011","spring","GFH132011_2011-05-04",1,131,3,3
"212","GFH","GFH14",2011,2011-05-04,2011-05-18,0,14,"GFH142011","spring","GFH142011_2011-05-04",3,131,8,11
"213","GFH","GFH15",2011,2011-05-04,2011-05-18,0,14,"GFH152011","spring","GFH152011_2011-05-04",4,131,8,9
"214","GFH","GFH16",2011,2011-05-04,2011-05-18,0,14,"GFH162011","spring","GFH162011_2011-05-04",0,131,5,10
"215","SIP","SIP01",2011,2011-05-04,2011-05-18,0,14,"SIP012011","spring","SIP012011_2011-05-04",0,131,5,10
"216","SIP","SIP02",2011,2011-05-04,2011-05-18,0,14,"SIP022011","spring","SIP022011_2011-05-04",0,131,17,30
"217","SIP","SIP05",2011,2011-05-04,2011-05-18,0,14,"SIP052011","spring","SIP052011_2011-05-04",0,131,6,10
"218","SIP","SIP06",2011,2011-05-04,2011-05-18,0,14,"SIP062011","spring","SIP062011_2011-05-04",1,131,7,11
