SITE,TRAP,YEAR,farmland,permanent crop,field hedges,rivers,urban green area,grassland,deciduous forest,mixed forest,coniferous forest,natural and extensive grasslands,settlement area with high density,settlement area with low density,transport infrastructure,forest shrub transition area,habitat richness,habitat evenness,elevation_mean_400m,elevation_range_400m
FBG,FBG16,2010,0.755668813,0.055557688,0.001505437,0.001057375,0.011244625,0.055913875,0.027823,0,0.0012465,0,0,0.052114438,0.005551625,0.032316625,12,0.704740499,87.76194273,56.43530273
GFH,GFH01,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,282.0203265,35.22006226
GFH,GFH02,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,283.2872761,27.10977173
GFH,GFH03,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,271.2609026,30.70448303
GFH,GFH04,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,270.2307396,25.42575073
GFH,GFH05,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,305.0055666,38.45281982
GFH,GFH06,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,279.7762446,45.55844116
GFH,GFH07,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,266.5634387,45.99171448
GFH,GFH08,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,256.8248891,44.16635132
GFH,GFH09,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,303.3786104,44.96075439
GFH,GFH10,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,282.6950949,49.65255737
GFH,GFH11,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,248.9442633,55.79980469
GFH,GFH12,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,237.2967334,57.33534241
GFH,GFH13,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,293.0471159,41.82730103
GFH,GFH14,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,281.9449083,47.92611694
GFH,GFH15,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,267.5878457,60.37281799
GFH,GFH16,2010,0.728835625,0.005751687,0,0,0.003449563,0.048086813,0.121771687,0.020986375,0.015321688,0,0,0.038371438,0.005472063,0.011953062,11,0.674360614,248.2780744,39.10733032
HAR,HAR01,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,149.7917752,40.90463257
HAR,HAR02,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,132.9230081,30.45337677
HAR,HAR03,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,145.3806458,31.70674133
HAR,HAR04,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,144.9270208,27.2792511
HAR,HAR05,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,161.6617913,66.8228302
HAR,HAR06,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,146.3256323,30.96737671
HAR,HAR07,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,138.2075575,28.20985413
HAR,HAR08,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,136.7923847,14.94148254
HAR,HAR09,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,154.9014201,62.9058075
HAR,HAR10,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,151.3270767,62.41958618
HAR,HAR11,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,141.9992789,40.43182373
HAR,HAR12,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,128.7555356,12.35215759
HAR,HAR13,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,161.9052475,71.51405334
HAR,HAR14,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,154.6814005,40.1504364
HAR,HAR15,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,150.3052009,40.69058228
HAR,HAR16,2010,0.639140625,0.0006895,0.001009,0,0,0.165017125,0.053720062,0.02943275,0.042346875,0.032819813,7.85625E-05,0.00977025,0.002404625,0.023570813,13,0.680022085,140.5502992,47.16643524
SIP,SIP01,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,433.9787231,33.78012085
SIP,SIP02,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,423.8548629,34.70895386
SIP,SIP03,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,416.2577812,67.07241821
SIP,SIP05,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,437.8711357,56.37002563
SIP,SIP06,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,413.7732041,29.66687012
SIP,SIP07,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,403.8806449,38.24362183
SIP,SIP08,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,393.8301713,71.8968811
SIP,SIP09,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,429.7580939,49.30010986
SIP,SIP10,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,418.4018698,29.01947021
SIP,SIP11,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,402.1971655,26.73284912
SIP,SIP12,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,377.3447195,37.50942993
SIP,SIP13,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,420.7292522,55.38513184
SIP,SIP14,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,427.0039252,42.56225586
SIP,SIP15,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,395.8731134,38.56924438
SIP,SIP16,2010,0.258529937,4.425E-05,0,0.000508813,0.001188563,0.189316063,0.229119188,0.031308437,0.226605125,0.001831625,0,0.028573312,0.002575438,0.02983775,13,0.647406292,382.4642947,57.71502686
SST,SST01,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,177.1604055,12.62010193
SST,SST02,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,173.4046206,7.789382935
SST,SST03,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,165.2866511,11.94581604
SST,SST04,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,160.1280568,5.130889893
SST,SST05,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,184.034221,7.618026733
SST,SST06,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,177.4078185,9.572692871
SST,SST07,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,171.9088662,8.564758301
SST,SST08,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,161.2896052,13.96917725
SST,SST09,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,185.3251779,5.236175537
SST,SST10,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,180.6893645,14.84880066
SST,SST11,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,172.0245247,10.45568848
SST,SST12,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,159.7419717,12.99154663
SST,SST13,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,188.5196027,5.240921021
SST,SST14,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,191.5829503,9.328353882
SST,SST15,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,197.3786252,12.46376038
SST,SST16,2010,0.987714249,0,0,0,0,0,0.00521575,0,0,0,0,0.000839375,0.002509063,0.003721562,6,0.25214677,173.6397088,12.57937622
WAN,WAN01,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,122.2568344,28.05228424
WAN,WAN02,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,123.0728902,13.71115875
WAN,WAN03,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,110.9686908,10.41098785
WAN,WAN04,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,116.6183929,15.03612518
WAN,WAN05,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,101.384798,26.96395111
WAN,WAN06,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,101.2479951,18.98839569
WAN,WAN07,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,103.4879013,25.97054291
WAN,WAN08,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,117.7695681,11.80104828
WAN,WAN09,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,132.4077029,6.222564697
WAN,WAN10,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,103.1821299,17.25914764
WAN,WAN11,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,109.1061998,16.16172028
WAN,WAN12,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,113.2772804,11.58415222
WAN,WAN13,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,119.7442651,10.95431519
WAN,WAN14,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,116.6546515,11.1288681
WAN,WAN15,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,106.4594891,19.14823914
WAN,WAN16,2010,0.767945125,0.003401,0.000292875,0.000696562,0.006392062,0.066484063,0.054125875,0,0,0,0.001193312,0.080814563,0.00443625,0.013122563,12,0.622252241,100.3739322,8.061553955
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
